text,label
"When I thought that I had failed the examination.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A man was yelling outside my window at 3.00 am, yelling threats, though not to me.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Before I moved away from home, I feared leaving.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Once, when I was very young, my mother left me alone in the house and came back very late.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was in a train where a fight occurred. One person who was there opened his handbag and took out a gun, another who fought too looked among his things for a weapon to fight.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I nearly drowned in icy water wearing ice skates. It was difficult to get out.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A fall during a climb, with almost with no previous experience.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I had a dream in which I was an African elephant.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Thinking that I had been seen smoking at school by a teacher - waiting to be summoned to the headmaster's office.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my mother had a nervous illness.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Not applicable to myself.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"In 1960, I was going to a school which was near my village and I met a lion on the way, which disappeared suddenly.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was asked to join my friend in a boat at Mangochi Lake Malawi and when making a turn, it seemed as if the boat would sink on the side.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A large german shepherd dog ran and barked at me (he didn't bite fortunately).
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Having a car accident.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and I did not know what to do.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I crashed my car.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"An inter-college basket-ball match.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree. I got frigthened, turned around and ran out of the forest.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"On a trip to Santander we wanted to stop at a curve because a friend was sick, and the car skidded of the gravel.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I should have given a test lesson to get a job. I had no courage. I didn't make the test.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"The day I encountered a queer mamba face to face in a chunk of leaves behind our house.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was so sick that my relatives thought that I was bewitched. I felt like dying.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I slipped on a glazed frost road and a car almost ran into me.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"During labour when the foetal sounds became faint and there was a big alert for a forceps delivery.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Every time I meet a certain dog that has once bitten me.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Staying in the room alone at night.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I felt fear when I sat for one of my exams. Though my fear was not quite justifiable, I still remember about it.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"After my boy-friend had beaten me for the first time, I always trembled when somebody knocked on my door or when I heard steps coming nearer.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When we stayed in Vienna with our class, my friend and I behaved incorrectly. Our teacher threatened us with exclusion from school.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I had to walk home in the dark for the first time. 
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was in Sierra Nevada, climbing a peak over 3,000 metres high, without any light and with many other problems. I was afraid for my life.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was afraid that I would fail an examination.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I watched a very terrfying film in LT2. This film really pushed my heart out of my body and I was forced to go out before the second reel ended.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I saw a man who had had a heart-attack and who was being treated for it. I feared that my own father could have been there.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I wandered by mistake into the safety zone of a shooting range, and was shot at.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my mother threatened me with thrushing me of the stairs, when I once more should make a comment.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A terrible fight that I provoked with my friend.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I had an appointment with a good friend. He came 3 hours later than we agreed upon. During the last hour of waiting I was afraid something might had happened, because usally he is in time.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"In college, I started a discussion with the teacher referring to a question I posed. I felt very unsure and I was afraid to fail.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I studied medicine for several semesters and at that time I developed a great fear of examinations. I was most afraid of my examination of anatomy. While other students were examined, I was dissecting. I was able to hear everything and was waiting with fear until it was my turn.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Going to CAL not knowing anyone.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I heard that there is teasing and bulling at Secondary School.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When thieves broke into our neighbour's house and later we heard gunshots.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was afraid when my dog ran out through a crack in the fence when a train was coming.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I had to walk along a dark road alone.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was going to knock down a pedestrian with my car.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I have done the teachers training course (B.Ed). During our training I was asked to handle the ninth standard class in a boys school. I was scared to face the class the first day.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold-up lasted a few minutes but it was terrible. I had never seen a gun so close.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was less than 10 years old when our neighbour's dog chased me to the roof of a small shed and there seemed to be no hope of getting away from there.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I came back from work one day, the friends of my son told me that he had not come back from school and that he was lost.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Waiting for the results of the High level examination. I was afraid of not being accepted.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"My friend and I had offended our classmate unintenionally. We wanted to apologize to her so we decided to visit her. We knew that she was stubborn so we were frightened. When we rang her door bell, our fear was at it's climax
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my father died I felt myself alone and the fear possessed me. I was a child and all my sisters and brothers (8) were young.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I had the window open and the door was shut so that the kitten would not go out. My partner came in and started talking about something and I forgot about the window and suddenly I saw the kitten hanging from the window frame. I was rigid with fright till I got hold of her.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A rainy day, I was cycling downhill and a car door suddenly opened and while trying to avoid it the back wheels of my bike got caught in the tram tracks. I somersaulted but had no injuries.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was river rafting in Nev. and our boat tipped over and I was sucked under in to some rocks and got stuck and all I could think was that I was going to die. And it was so quiet under the water it seemed like no one would care or remember.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Getting ill.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Waiting for my marks in a difficult subject.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I was involved in a car accident last November, after the first fall of snow. I lost control of the car and it spun round and landed on the opposite side of the road, on the hard shoulder. It was stopped by a pole on top of a bank sloping down to a stream.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I was in my village one of my enemies had written a non-sense letter to a girl and he told the father of this girl that I was the culprit. When I got to know this I was scared as the girl's father was a worse man.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"One night we were having a barbecue on the beach and I needed to go to my car, which was far away from the beach. It was very dark as there were no street lamps. I ran in the dark, very scared, I ran as fast as possible.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I once felt that my last hour had come when I was unexpectedly found in the hands of.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Staying alone in the room after midnight and reading horror stories.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I was young I got lost on the street and the police found me after a day.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I'm afraid of not being able to go to the school I want because of suffering grades.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A few weeks back my daughter had very high fever and I was scared that it might lead to brain damage or convulsions.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was walking on the pavement when a white car rolled on it and directed towards me. I was quite near the house wall when it rolled by and hit me.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Sleeping alone in a tent, while hearing several noises such as rustling etc, I am afraid that there are people who are up to no good.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"After having watched a crime show on the TV, I was about to take the dog for a walk. Then, suddenly, there was a man on the porch... (We live some distance away from other people).
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I went to visit a friend in hospital. He was going to be operated the next day. I was afraid that they would not let me in and I did not know what his reaction would be on seeing me.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my neighbour's life was threatened by someone who was trying to break into his house.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I was dreaming that I was being chased, in the upmost of horror the door of the closed felt down synchronicaly with the dream scare.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was driving my car and it was very misty. It was in the night and I was alone in my car. I felt totally insecure, nervous and overstrained.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"My girlfriend and I slept in a lonely hut (we had drunk alcool). Suddenly some soil fell on us, then some water. Although we tried hard, we could not find out the cause.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I am out in the dark and a suspicious looking character comes towards me.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I was told that the form five results were out.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A friend (female) and I were on holiday on Great Barrier Island by ourselves. One night we were nearly raped by about 20 locals - they came to our bach and tried to break the doors down. All of them were stoned or drunk and we hid under the bunks and were totally terrified. Eventually these guys gave up and went looking for us on the beach. We escaped and slept in the bush for 2 nights.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"After my shoulder operation, I woke up in the hospital room alone. I was in pain and was still under heavy medications. I could not find my parents.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"After a motor accident (I was the frong-seat-passenger) I spit blood.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Last Summer in Italy I was attacked by a dog.It was terrible to feel that untidy dirty dog against my naked skin.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I think of death - not my own but that of my parents, brothers and sisters.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"In Sweden, a friend and I lived in an appartment owned by a Finn. One day, this man came back to the appartment heavily drunk (hashish and alcohol). He was quite dizzy and he broke down, and I could not foretell his reactions. However, nothing happened.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Once, before I had learnt to swim, I stepped on a slippery slope where there was a lot of moss and I slipped into the water. The water was very deep and I could not stand on my feet. I sank and had to use a lot of energy.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Finding out in your lecture that a doctor can make misdiagnoses because of ignorance in neuropsychology.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I heard that my father had found a letter from my boyfriend and he was calling me to talk about it.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"A workmate and I had been antagonistic with each other for some weeks - he had reacted violently to my criticisms of his work standards.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I broke my knee when I was skiing over ""Yastrebetz"" (a racing track in a Bulgarian winter resort).
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"One night going downstairs, and hearing a strong stirring of brances, which was not the wind.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was then in the 10th standard and was going to my native place. The last bus had already left and so I started walking, it soon became quite dark. The road was a village road and was deserted, I was not even sure if that was the right way. I finally reached home at 10 P.M.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I sit for examinations.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my mother's heart nearly stopped.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When the doctor told me that there was something wrong with my eye and I had to undergo an operation.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I was young I saw a horror film. Then when I went to sleep, the film came back too my mind and the characters frighteneed my imagination.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Suddenly met someone in the biology building at night.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Fear of the loss of a close friend, of feeling the ground slipping from under my feet.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Speaking in front of a large group of people.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"My brother had bowel obstruction, having heard that he was going for surgery, I was afraid he might not come back to life after hearing of the General Anaesthesia.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I went to the prayer meeting at night and unfortunately the car broke down, so my other sister said I had to walk alone from Ndirande to Chirimba at around midnight. So we reached home at 1 am. I was afraid of robbers and dardness.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my neighbour's house was broken into and shots could be heard.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Fear of thief.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I imagined I heard footsteps up the hall while sleeping in bed one night by myself in the house.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Fear of punishment for having broken an item of value to my parents.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I was very young, one day, I was in the street with my father and brother.  While my father was talking to some friends, I saw a dog and began to pat it. My father told me sharply to stop doing it because the dog had mange. Then my brother told me that I would die and I could not stop crying after this.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my father was involved in an accident.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"Last Summer I was walking along the beach in a bikini and an awful man came cycling after me. He was shouting and I ran as fast as my legs could carry me.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I felt afraid when I smoked maryhuana for the first time in my life with a lot of friends in the middle of the street at day brake.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I was to be given an audition to get a role. I had a competitress and I wasn't well prepared because I was ill.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I dream of anything terrifying I used to have fear for the rest of the day that the dream might come true e.g., being beaten (or eaten ?) by a snake.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When my relationship with my family is very poor I often fear being excluded from the group, a fear which is stronger in situations when an argument is on hand.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When, for the first time I realized the meaning of death.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"That someone would discover whom I really love.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"When I went to town in a double dekker bus. The bus was about to fall on the way when the driver controlled it. It had almost fallen.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"I'm afraid of driving on the special seat of a mororcycle, mainly with certain colleagues who by exces of self-confidence drive beyond limits or measure in the traffic and the main victim is always the person who sits behind the driver.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"My best frieend left school recently. The next day the weather turned bad suddenly and the male class-mates turned off the lights. I remained on the table and was scared.
As a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
"My friend started to misunderstand and hurt me.
If you were a psychologist, read this post and answer the following question. Which word best describe the emotion of that post? Only choose one answer from the following options: Joy, Guilt, Fear, Anger, Sadness, Disgust, Shame.",fear
